league_id,gameid,League,Code,Week Day,Date,Round,Time,Home Team,Home Team Code,Away Team,Away Team Code,Venue,Home Score,Away Score
11,11_741388,ליגת על נשים,741388,יום שני,29/12/2025,13,19:00,מכבי רמת גן,210,הפועל באר שבע/דימונה,10197,"אולם זיסמן, דרך הטייסים 85, רמת גן",,
11,11_741392,ליגת על נשים,741392,יום שני,29/12/2025,13,19:00,הפועל ראשון לציון,520,מכבי אשדוד,194,"היכל הספורט גן נחום, ראשון לציון",,
11,11_741391,ליגת על נשים,741391,יום שני,29/12/2025,13,19:00,מכבי חיפה,864,אליצור חולון,907,"רח' ביכורים 19, חיפה (עליון)",,
11,11_741389,ליגת על נשים,741389,יום שני,29/12/2025,13,19:00,אליצור נוה דוד רמלה,2100,מכבי כרמיאל,1219,"רח' יאיר שטרן 29, קרית מנחם, רמלה",,
11,11_741390,ליגת על נשים,741390,יום שני,29/12/2025,13,19:00,הפועל לב ירושלים,7735,בנות פתח תקווה,181,"היכל הספורט מלחה, רח' שטרן 3, ירושלים",,
11,11_741397,ליגת על נשים,741397,יום שני,05/01/2026,14,19:00,בנות פתח תקווה,181,הפועל ראשון לציון,520,"ביה""ס יצחק שמיר, רח' אחים בכר 3, פתח תקווה",,
11,11_741393,ליגת על נשים,741393,יום שני,05/01/2026,14,19:00,מכבי אשדוד,194,אליצור נוה דוד רמלה,2100,"מקיף ז', רובע סיטי, רח' העצמאות 62, אשדוד",,
11,11_741396,ליגת על נשים,741396,יום שני,05/01/2026,14,19:00,אליצור חולון,907,הפועל לב ירושלים,7735,"טוטו ארנה, שדרות ירושלים 220, חולון",,
11,11_741394,ליגת על נשים,741394,יום שני,05/01/2026,14,19:00,מכבי כרמיאל,1219,מכבי רמת גן,210,"היכל הורוביץ, רח' מורד הגיא 5, כרמיאל",,
11,11_741395,ליגת על נשים,741395,יום שני,05/01/2026,14,19:00,הפועל באר שבע/דימונה,10197,מכבי חיפה,864,"רח' האצ""ל 4, באר שבע",,
11,11_741402,ליגת על נשים,741402,יום חמישי,08/01/2026,15,19:00,בנות פתח תקווה,181,מכבי אשדוד,194,"ביה""ס יצחק שמיר, רח' אחים בכר 3, פתח תקווה",,
11,11_741400,ליגת על נשים,741400,יום חמישי,08/01/2026,15,19:00,מכבי רמת גן,210,אליצור נוה דוד רמלה,2100,"אולם זיסמן, דרך הטייסים 85, רמת גן",,
11,11_741401,ליגת על נשים,741401,יום חמישי,08/01/2026,15,19:00,הפועל ראשון לציון,520,אליצור חולון,907,"היכל הספורט גן נחום, ראשון לציון",,
11,11_741399,ליגת על נשים,741399,יום חמישי,08/01/2026,15,19:00,מכבי חיפה,864,מכבי כרמיאל,1219,"רח' ביכורים 19, חיפה (עליון)",,
11,11_741398,ליגת על נשים,741398,יום חמישי,08/01/2026,15,19:00,הפועל לב ירושלים,7735,הפועל באר שבע/דימונה,10197,"היכל הספורט מלחה, רח' שטרן 3, ירושלים",,
11,11_741403,ליגת על נשים,741403,יום שני,12/01/2026,16,19:00,מכבי אשדוד,194,מכבי רמת גן,210,"מקיף ז', רובע סיטי, רח' העצמאות 62, אשדוד",,
11,11_741407,ליגת על נשים,741407,יום שני,12/01/2026,16,19:00,אליצור חולון,907,בנות פתח תקווה,181,"טוטו ארנה, שדרות ירושלים 220, חולון",,
11,11_741405,ליגת על נשים,741405,יום שני,12/01/2026,16,19:00,מכבי כרמיאל,1219,הפועל לב ירושלים,7735,"היכל הורוביץ, רח' מורד הגיא 5, כרמיאל",,
11,11_741404,ליגת על נשים,741404,יום שני,12/01/2026,16,19:00,אליצור נוה דוד רמלה,2100,מכבי חיפה,864,"רח' יאיר שטרן 29, קרית מנחם, רמלה",,
11,11_741406,ליגת על נשים,741406,יום שני,12/01/2026,16,19:00,הפועל באר שבע/דימונה,10197,הפועל ראשון לציון,520,"רח' האצ""ל 4, באר שבע",,
11,11_741408,ליגת על נשים,741408,יום שני,19/01/2026,17,19:00,בנות פתח תקווה,181,הפועל באר שבע/דימונה,10197,"ביה""ס יצחק שמיר, רח' אחים בכר 3, פתח תקווה",,
11,11_741409,ליגת על נשים,741409,יום שני,19/01/2026,17,19:00,הפועל ראשון לציון,520,מכבי כרמיאל,1219,"היכל הספורט גן נחום, ראשון לציון",,
11,11_741411,ליגת על נשים,741411,יום שני,19/01/2026,17,19:00,מכבי חיפה,864,מכבי רמת גן,210,"רח' ביכורים 19, חיפה (עליון)",,
11,11_741412,ליגת על נשים,741412,יום שני,19/01/2026,17,19:00,אליצור חולון,907,מכבי אשדוד,194,"טוטו ארנה, שדרות ירושלים 220, חולון",,
11,11_741410,ליגת על נשים,741410,יום שני,19/01/2026,17,19:00,הפועל לב ירושלים,7735,אליצור נוה דוד רמלה,2100,"היכל הספורט מלחה, רח' שטרן 3, ירושלים",,
11,11_741413,ליגת על נשים,741413,יום שני,26/01/2026,18,19:00,מכבי אשדוד,194,מכבי חיפה,864,"מקיף ז', רובע סיטי, רח' העצמאות 62, אשדוד",,
11,11_741414,ליגת על נשים,741414,יום שני,26/01/2026,18,19:00,מכבי רמת גן,210,הפועל לב ירושלים,7735,"אולם זיסמן, דרך הטייסים 85, רמת גן",,
11,11_741416,ליגת על נשים,741416,יום שני,26/01/2026,18,19:00,מכבי כרמיאל,1219,בנות פתח תקווה,181,"היכל הורוביץ, רח' מורד הגיא 5, כרמיאל",,
11,11_741415,ליגת על נשים,741415,יום שני,26/01/2026,18,19:00,אליצור נוה דוד רמלה,2100,הפועל ראשון לציון,520,"רח' יאיר שטרן 29, קרית מנחם, רמלה",,
11,11_741417,ליגת על נשים,741417,יום שני,26/01/2026,18,19:00,הפועל באר שבע/דימונה,10197,אליצור חולון,907,"רח' האצ""ל 4, באר שבע",,
